admission_date,daily_admissions,daily_revenue,avg_los
2022-07-03,15,85763.14,4.0
2022-07-04,18,116746.62,5.0
2022-07-05,21,144990.47,5.571428571428571
2022-07-06,16,83715.0,3.5
2022-07-07,18,109475.74,4.5
2022-07-08,18,110574.95,4.222222222222222
2022-07-09,20,124853.48,4.65
2022-07-10,18,92545.8,3.5
2022-07-11,23,136897.84,4.086956521739131
2022-07-12,18,110532.59,4.5
2022-07-13,13,67705.06,3.5384615384615383
2022-07-14,11,76092.91,5.545454545454546
2022-07-15,21,124685.0,4.333333333333333
2022-07-16,11,64827.54,4.181818181818182
2022-07-17,19,118443.84,4.421052631578948
2022-07-18,14,85764.24,4.285714285714286
2022-07-19,19,98269.28,3.6315789473684212
2022-07-20,15,77342.28,2.8
2022-07-21,27,159488.69,4.148148148148148
2022-07-22,12,80717.25,5.25
2022-07-23,9,71866.56,6.888888888888889
2022-07-24,10,61997.72,4.5
2022-07-25,15,92965.23,4.4
2022-07-26,24,150843.82,4.458333333333333
2022-07-27,10,50924.92,3.4
2022-07-28,8,43731.49,4.0
2022-07-29,23,111205.51,3.0
2022-07-30,18,87613.81,3.111111111111111
2022-07-31,15,97148.23,4.733333333333333
2022-08-01,17,99478.88,4.294117647058823
2022-08-02,18,103237.52,4.166666666666667
2022-08-03,13,78425.83,4.230769230769231
2022-08-04,20,108664.21,3.7
2022-08-05,20,118480.31,4.1
2022-08-06,17,110263.54,5.0
2022-08-07,18,109337.23999999999,4.166666666666667
2022-08-08,14,81799.93,3.7857142857142856
2022-08-09,15,76821.91,3.3333333333333335
2022-08-10,11,73500.92,5.181818181818182
2022-08-11,19,114460.18,4.526315789473684
2022-08-12,23,141052.93,4.565217391304348
2022-08-13,18,123602.14,5.277777777777778
2022-08-14,19,114067.44,4.368421052631579
2022-08-15,15,95312.07,4.733333333333333
2022-08-16,14,66420.86,3.0714285714285716
2022-08-17,17,85085.22,3.3529411764705883
2022-08-18,17,87263.52,3.6470588235294117
2022-08-19,15,77638.22,3.6666666666666665
2022-08-20,11,67677.52,4.545454545454546
2022-08-21,17,94200.35,3.764705882352941
2022-08-22,12,69033.5,4.166666666666667
2022-08-23,12,61184.64,3.5
2022-08-24,18,106787.25,4.055555555555555
2022-08-25,15,81077.91,3.8
2022-08-26,15,99859.98,4.8
2022-08-27,17,94323.74,3.4705882352941178
2022-08-28,16,88272.41,3.4375
2022-08-29,16,98281.75,4.5
2022-08-30,24,128254.37,3.7083333333333335
2022-08-31,16,98833.73,4.6875
2022-09-01,15,108987.3,5.8
2022-09-02,13,82560.08,4.769230769230769
2022-09-03,14,79668.05,4.142857142857143
2022-09-04,15,86594.95,4.2
2022-09-05,13,77596.38,4.384615384615385
2022-09-06,11,71887.53,5.090909090909091
2022-09-07,17,102294.1,4.176470588235294
2022-09-08,22,124873.14,3.9545454545454546
2022-09-09,14,79822.14,4.214285714285714
2022-09-10,20,112730.49,3.9
2022-09-11,20,120456.69,4.4
2022-09-12,18,88142.39,3.2222222222222223
2022-09-13,24,141288.49,4.291666666666667
2022-09-14,15,99689.69,5.0
2022-09-15,16,89817.29000000001,4.375
2022-09-16,15,92397.99,4.666666666666667
2022-09-17,16,89127.34,3.875
2022-09-18,19,97288.28,3.3684210526315788
2022-09-19,23,157813.88,5.130434782608695
2022-09-20,19,108514.52,4.052631578947368
2022-09-21,14,93004.11,5.214285714285714
2022-09-22,19,110751.92,4.105263157894737
2022-09-23,14,72947.41,3.4285714285714284
2022-09-24,14,68210.76,3.357142857142857
2022-09-25,16,92917.54,4.25
2022-09-26,10,52545.8,3.2
2022-09-27,25,145714.78,4.08
2022-09-28,17,90767.11,3.4705882352941178
2022-09-29,11,65213.11,4.454545454545454
2022-09-30,20,130260.62,4.75
2022-10-01,18,89792.95,3.1666666666666665
2022-10-02,18,117944.95999999999,4.888888888888889
2022-10-03,12,74557.11,4.583333333333333
2022-10-04,19,91357.12,3.263157894736842
2022-10-05,19,115949.32,4.421052631578948
2022-10-06,21,114219.68,3.8095238095238093
2022-10-07,21,135633.53,4.857142857142857
2022-10-08,18,100820.98,4.111111111111111
2022-10-09,10,52904.1,3.4
2022-10-10,8,41187.78,3.25
2022-10-11,20,120220.28,4.3
2022-10-12,13,80221.03,4.461538461538462
2022-10-13,17,105517.43,4.529411764705882
2022-10-14,14,94716.23,5.571428571428571
2022-10-15,13,83889.07,5.461538461538462
2022-10-16,12,73582.97,4.416666666666667
2022-10-17,15,104614.42,5.266666666666667
2022-10-18,15,83520.27,3.8
2022-10-19,16,98850.63,4.75
2022-10-20,16,86525.05,3.8125
2022-10-21,21,135096.09,4.714285714285714
2022-10-22,12,67954.24,4.25
2022-10-23,19,118520.56999999999,4.7894736842105265
2022-10-24,11,62848.35,3.8181818181818183
2022-10-25,22,117881.99,3.5454545454545454
2022-10-26,15,94499.56,4.666666666666667
2022-10-27,16,102791.83,4.875
2022-10-28,13,88782.71,5.0
2022-10-29,14,83321.86,4.357142857142857
2022-10-30,23,136678.22,4.260869565217392
2022-10-31,10,63827.13,5.2
2022-11-01,21,124271.22,4.0
2022-11-02,11,64932.98,4.2727272727272725
2022-11-03,19,102324.16,3.6315789473684212
2022-11-04,18,90467.97,3.1666666666666665
2022-11-05,20,127398.63,4.95
2022-11-06,17,111824.48,5.0588235294117645
2022-11-07,16,79480.46,3.3125
2022-11-08,17,127011.48,5.9411764705882355
2022-11-09,17,87893.07,3.2941176470588234
2022-11-10,21,126627.8,4.523809523809524
2022-11-11,19,111555.11,4.2631578947368425
2022-11-12,20,129584.86,4.85
2022-11-13,16,105216.64,4.9375
2022-11-14,24,143411.65,4.041666666666667
2022-11-15,16,101707.16,4.5
2022-11-16,21,122652.85,4.380952380952381
2022-11-17,15,73465.36,3.2
2022-11-18,18,114982.18,4.611111111111111
2022-11-19,15,85701.36,3.8666666666666667
2022-11-20,20,142842.82,5.75
2022-11-21,15,94120.89,4.866666666666666
2022-11-22,18,97424.03,3.6666666666666665
2022-11-23,20,121110.45,4.75
2022-11-24,16,92962.87,4.3125
2022-11-25,18,115445.65,5.111111111111111
2022-11-26,17,93607.27,4.0
2022-11-27,18,103612.68,4.444444444444445
2022-11-28,15,102235.98,5.133333333333334
2022-11-29,17,102891.18000000001,4.352941176470588
2022-11-30,20,122594.51,4.35
2022-12-01,11,65426.86,4.090909090909091
2022-12-02,21,124707.2,4.285714285714286
2022-12-03,9,60812.21,4.777777777777778
2022-12-04,17,103128.4,4.235294117647059
2022-12-05,18,98553.84,3.6666666666666665
2022-12-06,13,77152.74,4.384615384615385
2022-12-07,19,101389.47,3.736842105263158
2022-12-08,11,70421.27,4.818181818181818
2022-12-09,12,82271.77,5.25
2022-12-10,25,162905.45,5.04
2022-12-11,29,172544.71,4.448275862068965
2022-12-12,12,80575.18,5.166666666666667
2022-12-13,14,87626.9,4.785714285714286
2022-12-14,13,83590.85,5.3076923076923075
2022-12-15,17,109655.05,4.882352941176471
2022-12-16,11,69570.13,5.0
2022-12-17,13,90275.13,5.076923076923077
2022-12-18,17,104975.47,4.529411764705882
2022-12-19,22,123451.79,4.0
2022-12-20,11,64863.85,3.909090909090909
2022-12-21,19,104884.35,3.736842105263158
2022-12-22,14,78224.39,3.642857142857143
2022-12-23,22,116599.9,3.590909090909091
2022-12-24,8,50795.78,4.375
2022-12-25,13,89987.5,4.923076923076923
2022-12-26,19,108436.34,4.0
2022-12-27,10,66069.74,5.0
2022-12-28,19,118703.94,4.684210526315789
2022-12-29,17,100985.17,4.0588235294117645
2022-12-30,17,118552.94,5.588235294117647
2022-12-31,26,152066.59,4.153846153846154
2023-01-01,12,66963.54,3.6666666666666665
2023-01-02,9,51739.35,4.444444444444445
2023-01-03,14,99980.67,5.428571428571429
2023-01-04,19,108075.29,4.2631578947368425
2023-01-05,19,115979.95,4.421052631578948
2023-01-06,23,125840.44,3.869565217391304
2023-01-07,13,82375.52,4.615384615384615
2023-01-08,17,101025.14,4.529411764705882
2023-01-09,16,97642.96,4.375
2023-01-10,21,125543.3,4.238095238095238
2023-01-11,17,90821.18,3.764705882352941
2023-01-12,17,108440.81,4.411764705882353
2023-01-13,13,80284.5,4.6923076923076925
2023-01-14,17,79699.35,2.9411764705882355
2023-01-15,14,97600.99,5.357142857142857
2023-01-16,19,113633.82,4.105263157894737
2023-01-17,14,69521.37,3.142857142857143
2023-01-18,20,136247.4,4.95
2023-01-19,14,93640.29,4.857142857142857
2023-01-20,8,44390.69,3.375
2023-01-21,14,82007.88,4.285714285714286
2023-01-22,18,107875.14,4.277777777777778
2023-01-23,18,124841.52,5.555555555555555
2023-01-24,16,94264.5,4.25
2023-01-25,18,114621.2,4.555555555555555
2023-01-26,20,116207.05,4.1
2023-01-27,16,97024.95,4.3125
2023-01-28,19,111337.12,4.2631578947368425
2023-01-29,25,163562.37,4.84
2023-01-30,23,115825.68,3.217391304347826
2023-01-31,18,108083.62,4.222222222222222
2023-02-01,20,114270.2,4.0
2023-02-02,16,107606.45,4.8125
2023-02-03,14,83057.03,4.357142857142857
2023-02-04,16,104979.23,4.875
2023-02-05,10,66626.38,5.0
2023-02-06,17,96264.52,4.235294117647059
2023-02-07,10,57176.22,3.8
2023-02-08,12,75300.99,4.666666666666667
2023-02-09,13,71367.33,3.4615384615384617
2023-02-10,21,133517.27,4.9523809523809526
2023-02-11,16,94569.37,4.25
2023-02-12,14,73374.66,3.9285714285714284
2023-02-13,15,95497.99,4.466666666666667
2023-02-14,18,113652.67,4.777777777777778
2023-02-15,21,113220.75,3.5714285714285716
2023-02-16,14,86317.06,4.285714285714286
2023-02-17,23,131573.76,4.478260869565218
2023-02-18,21,117607.01,4.0
2023-02-19,19,84494.7,2.8421052631578947
2023-02-20,26,131684.88,3.230769230769231
2023-02-21,15,106066.9,5.533333333333333
2023-02-22,13,75027.97,4.076923076923077
2023-02-23,17,94372.13,3.764705882352941
2023-02-24,14,78303.58,4.0
2023-02-25,21,121911.66,4.0476190476190474
2023-02-26,12,68529.96,3.8333333333333335
2023-02-27,16,77797.47,3.4375
2023-02-28,14,81777.79,4.285714285714286
2023-03-01,13,87169.64,5.230769230769231
2023-03-02,12,86670.01,5.25
2023-03-03,19,98724.37,3.736842105263158
2023-03-04,18,99147.3,3.8333333333333335
2023-03-05,14,74209.61,3.2857142857142856
2023-03-06,17,102939.73,4.294117647058823
2023-03-07,8,41008.82,3.5
2023-03-08,14,86511.09,4.214285714285714
2023-03-09,20,108447.22,3.55
2023-03-10,25,149665.36,4.2
2023-03-11,17,111929.8,4.882352941176471
2023-03-12,17,86588.44,3.3529411764705883
2023-03-13,16,104690.78,4.9375
2023-03-14,17,111972.82,4.823529411764706
2023-03-15,19,106979.69,3.8421052631578947
2023-03-16,14,86911.99,4.428571428571429
2023-03-17,13,75489.13,4.3076923076923075
2023-03-18,13,65973.5,3.3846153846153846
2023-03-19,12,69810.37,3.9166666666666665
2023-03-20,21,126252.45999999999,4.238095238095238
2023-03-21,20,108334.87,3.9
2023-03-22,20,120037.45,4.35
2023-03-23,13,82033.32,4.461538461538462
2023-03-24,13,75123.65,4.3076923076923075
2023-03-25,14,90832.98,4.714285714285714
2023-03-26,14,93243.31999999999,5.142857142857143
2023-03-27,12,74831.87,4.166666666666667
2023-03-28,17,87774.64,3.3529411764705883
2023-03-29,21,123331.6,4.190476190476191
2023-03-30,12,71913.73,4.25
2023-03-31,22,139028.64,4.7727272727272725
2023-04-01,19,114499.08,4.2631578947368425
2023-04-02,8,53785.2,5.375
2023-04-03,11,73714.56,5.363636363636363
2023-04-04,18,118337.06,4.833333333333333
2023-04-05,19,93586.28,3.1052631578947367
2023-04-06,23,138944.31,4.173913043478261
2023-04-07,17,109504.7,4.764705882352941
2023-04-08,13,60529.69,2.769230769230769
2023-04-09,19,132574.21,5.421052631578948
2023-04-10,15,99858.13,5.0
2023-04-11,19,116860.81,4.7368421052631575
2023-04-12,17,104939.58,4.705882352941177
2023-04-13,13,81307.83,4.615384615384615
2023-04-14,21,141540.12,5.142857142857143
2023-04-15,15,87202.05,3.8
2023-04-16,11,64713.19,4.2727272727272725
2023-04-17,9,44618.130000000005,3.2222222222222223
2023-04-18,20,100628.08,3.25
2023-04-19,18,82949.1,2.6666666666666665
2023-04-20,17,111748.32,4.823529411764706
2023-04-21,13,81786.95,4.538461538461538
2023-04-22,15,85422.08,4.0
2023-04-23,15,99280.51000000001,5.066666666666666
2023-04-24,15,78849.73,3.466666666666667
2023-04-25,17,98942.98,4.235294117647059
2023-04-26,13,78293.24,4.6923076923076925
2023-04-27,17,90852.04000000001,3.764705882352941
2023-04-28,12,87515.82,5.583333333333333
2023-04-29,21,126023.64,4.333333333333333
2023-04-30,10,54799.83,3.9
2023-05-01,14,84767.7,4.714285714285714
2023-05-02,10,72706.28,5.8
2023-05-03,12,67962.11,4.333333333333333
2023-05-04,17,91429.06,3.5294117647058822
2023-05-05,18,113869.31999999999,4.444444444444445
2023-05-06,11,67666.31,4.545454545454546
2023-05-07,22,117775.43,3.590909090909091
2023-05-08,19,110208.45,4.2631578947368425
2023-05-09,16,84717.82,3.25
2023-05-10,19,98280.75,3.5789473684210527
2023-05-11,17,98941.1,4.0588235294117645
2023-05-12,18,105839.96,4.055555555555555
2023-05-13,10,47604.9,3.0
2023-05-14,15,103293.26,5.333333333333333
2023-05-15,22,133960.81,4.5
2023-05-16,19,110682.21,4.315789473684211
2023-05-17,16,110377.09,5.5625
2023-05-18,14,73586.97,3.7857142857142856
2023-05-19,17,100638.27,4.176470588235294
2023-05-20,13,99455.95,5.923076923076923
2023-05-21,20,103151.85,3.3
2023-05-22,16,86030.78,3.5
2023-05-23,15,97320.34,4.866666666666666
2023-05-24,21,127050.93,4.285714285714286
2023-05-25,15,86144.19,4.133333333333334
2023-05-26,21,112994.76,3.6666666666666665
2023-05-27,11,76714.07,5.636363636363637
2023-05-28,16,88960.63,4.0
2023-05-29,20,112267.16,3.9
2023-05-30,13,81289.45,4.384615384615385
2023-05-31,28,146678.29,3.607142857142857
2023-06-01,20,118865.61,4.45
2023-06-02,14,100379.89,5.357142857142857
2023-06-03,17,97436.27,4.176470588235294
2023-06-04,19,109643.63,4.052631578947368
2023-06-05,30,217737.62,5.666666666666667
2023-06-06,14,71137.01,3.357142857142857
2023-06-07,19,101098.95,3.5789473684210527
2023-06-08,19,96286.25,3.3157894736842106
2023-06-09,16,90525.58,4.0625
2023-06-10,17,98259.20999999999,4.117647058823529
2023-06-11,11,70002.84999999999,4.181818181818182
2023-06-12,20,128551.35,4.7
2023-06-13,12,65966.92,3.9166666666666665
2023-06-14,12,53279.18,2.4166666666666665
2023-06-15,11,76618.01,5.545454545454546
2023-06-16,19,120963.98,4.842105263157895
2023-06-17,12,67969.1,3.75
2023-06-18,15,78926.41,3.4
2023-06-19,20,135749.36000000002,4.9
2023-06-20,12,63484.05,3.75
2023-06-21,16,113483.09,5.25
2023-06-22,13,74718.39,4.384615384615385
2023-06-23,18,115039.75,5.111111111111111
2023-06-24,11,67598.59,4.454545454545454
2023-06-25,17,104933.03,4.588235294117647
2023-06-26,13,78871.11,4.384615384615385
2023-06-27,14,68105.38,3.2142857142857144
2023-06-28,18,95864.4,3.7777777777777777
2023-06-29,19,98445.71,3.4210526315789473
2023-06-30,19,94126.83,3.4210526315789473
2023-07-01,18,106205.16,4.277777777777778
2023-07-02,18,105716.7,3.9444444444444446
2023-07-03,20,118065.21,4.3
2023-07-04,13,68322.79,3.6923076923076925
2023-07-05,7,37140.99,3.7142857142857144
2023-07-06,11,64170.549999999996,3.909090909090909
2023-07-07,8,44211.49,3.625
2023-07-08,22,132227.58,4.363636363636363
2023-07-09,18,103546.86,4.388888888888889
2023-07-10,10,66661.9,5.3
2023-07-11,13,74017.67,3.6153846153846154
2023-07-12,20,106549.23,3.5
2023-07-13,17,107927.78,4.529411764705882
2023-07-14,22,135971.6,4.7272727272727275
2023-07-15,12,71415.17,4.416666666666667
2023-07-16,15,84219.05,3.8666666666666667
2023-07-17,20,121355.22,4.5
2023-07-18,21,123953.12,4.476190476190476
2023-07-19,14,87371.24,4.642857142857143
2023-07-20,20,131013.8,4.85
2023-07-21,9,49084.13,3.5555555555555554
2023-07-22,13,61810.869999999995,3.0
2023-07-23,23,137011.29,4.043478260869565
2023-07-24,8,51785.45,5.0
2023-07-25,9,61427.43,5.666666666666667
2023-07-26,17,118706.22,5.705882352941177
2023-07-27,16,92640.09,4.375
2023-07-28,22,139658.51,4.590909090909091
2023-07-29,14,83563.19,4.5
2023-07-30,16,101115.86,4.6875
2023-07-31,13,80418.72,4.6923076923076925
2023-08-01,21,125631.0,4.523809523809524
2023-08-02,13,77153.36,4.153846153846154
2023-08-03,12,67527.74,4.0
2023-08-04,18,119328.43,5.055555555555555
2023-08-05,18,113910.31999999999,4.611111111111111
2023-08-06,14,77139.93,4.285714285714286
2023-08-07,24,140561.37,4.458333333333333
2023-08-08,23,137856.18,4.173913043478261
2023-08-09,13,84197.41,4.769230769230769
2023-08-10,19,113038.81999999999,4.421052631578948
2023-08-11,20,112120.86,4.0
2023-08-12,18,91826.97,3.4444444444444446
2023-08-13,19,120685.99,4.947368421052632
2023-08-14,18,91366.32,3.3333333333333335
2023-08-15,15,94279.68000000001,4.933333333333334
2023-08-16,16,85203.62,3.8125
2023-08-17,14,89631.58,4.785714285714286
2023-08-18,24,132571.87,4.041666666666667
2023-08-19,22,121876.65,4.045454545454546
2023-08-20,19,104281.48,3.5789473684210527
2023-08-21,17,105112.6,4.294117647058823
2023-08-22,11,74717.47,5.090909090909091
2023-08-23,18,101283.92,3.611111111111111
2023-08-24,17,121869.48,5.470588235294118
2023-08-25,25,141337.53,3.96
2023-08-26,14,84529.63,4.214285714285714
2023-08-27,16,107400.14,5.0
2023-08-28,13,77193.08,4.461538461538462
2023-08-29,16,84353.93,3.625
2023-08-30,14,83245.38,3.9285714285714284
2023-08-31,17,111169.83,5.352941176470588
2023-09-01,13,67381.38,3.3846153846153846
2023-09-02,21,115454.81,4.142857142857143
2023-09-03,10,51564.51,3.4
2023-09-04,18,102549.73,3.888888888888889
2023-09-05,16,94812.93,4.3125
2023-09-06,13,66185.17,3.3846153846153846
2023-09-07,19,107533.84,4.052631578947368
2023-09-08,15,100680.8,5.266666666666667
2023-09-09,14,82508.82,4.357142857142857
2023-09-10,15,105411.2,5.666666666666667
2023-09-11,20,122350.92,4.45
2023-09-12,23,155323.89,5.043478260869565
2023-09-13,15,82964.03,4.066666666666666
2023-09-14,23,143506.94,4.565217391304348
2023-09-15,18,136255.07,6.333333333333333
2023-09-16,10,64509.909999999996,4.9
2023-09-17,19,111810.31,4.157894736842105
2023-09-18,15,80295.08,3.466666666666667
2023-09-19,10,63570.96,4.5
2023-09-20,15,83280.6,3.6
2023-09-21,15,100109.08,5.066666666666666
2023-09-22,19,105087.9,4.0
2023-09-23,19,121324.87,4.684210526315789
2023-09-24,10,69377.29,5.5
2023-09-25,19,115488.12,4.368421052631579
2023-09-26,19,113503.81,4.105263157894737
2023-09-27,12,67818.63,3.8333333333333335
2023-09-28,13,72001.8,3.6923076923076925
2023-09-29,18,99321.63,3.5555555555555554
2023-09-30,16,91636.1,4.3125
2023-10-01,18,93300.13,3.6666666666666665
2023-10-02,12,62382.53,3.4166666666666665
2023-10-03,17,102759.55,4.588235294117647
2023-10-04,11,61453.03,4.181818181818182
2023-10-05,19,105204.56999999999,3.8421052631578947
2023-10-06,30,185938.68,4.733333333333333
2023-10-07,19,107031.91,3.8947368421052633
2023-10-08,17,93626.76,3.764705882352941
2023-10-09,14,101540.73999999999,5.714285714285714
2023-10-10,13,76582.51,4.230769230769231
2023-10-11,8,47373.05,4.125
2023-10-12,22,123169.84,4.0
2023-10-13,18,108429.16,4.222222222222222
2023-10-14,19,102630.22,3.6315789473684212
2023-10-15,21,125853.41,4.285714285714286
2023-10-16,17,96899.34,4.117647058823529
2023-10-17,15,98711.83,4.733333333333333
2023-10-18,22,136270.9,4.454545454545454
2023-10-19,14,90260.74,4.571428571428571
2023-10-20,23,146992.59,4.478260869565218
